https://youtube.com/@3blue1brown                     ,https://www.youtube.com/feeds/videos.xml?channel_id=UCYO_jab_esuFRV4b17AJtAw
https://youtube.com/@clojured                        ,https://www.youtube.com/feeds/videos.xml?channel_id=UCOTrRnxBOllb9UHLuap_lPg
https://youtube.com/@itzz_me_nichu                   ,https://www.youtube.com/feeds/videos.xml?channel_id=UCLf7VZIGSQ9J3tdYc_8OLnA
https://youtube.com/@ARRahman                        ,https://www.youtube.com/feeds/videos.xml?channel_id=UC3mb5QRlm4VQmOZD_P0ctGw
https://youtube.com/@a.rrahmansspecialcollectio3366  ,https://www.youtube.com/feeds/videos.xml?channel_id=UCWhyPwu6grxG61hJyYApcrA
https://youtube.com/@academyofideas                  ,https://www.youtube.com/feeds/videos.xml?channel_id=UCiRiQGCHGjDLT9FQXFW0I3A
https://youtube.com/@Acidisbadforbusiness            ,https://www.youtube.com/feeds/videos.xml?channel_id=UCAGkSxTlleqxRauEqupyVPw
https://youtube.com/@adrianbliss                     ,https://www.youtube.com/feeds/videos.xml?channel_id=UChYARX5Yj8CapM-F2Z2vPxA
https://youtube.com/@AfterSkool                      ,https://www.youtube.com/feeds/videos.xml?channel_id=UC1KmNKYC1l0stjctkGswl6g
https://youtube.com/@agadmator                       ,https://www.youtube.com/feeds/videos.xml?channel_id=UCL5YbN5WLFD8dLIegT5QAbA
https://youtube.com/@AileenandDeven                  ,https://www.youtube.com/feeds/videos.xml?channel_id=UCk2sqTNp1R7DT14Y4zhDxuw
https://youtube.com/channel/UC946N6aTzZWWjr6WPAnsLPA ,https://www.youtube.com/feeds/videos.xml?channel_id=UC946N6aTzZWWjr6WPAnsLPA
https://youtube.com/@ALGEBRAtheClub                  ,https://www.youtube.com/feeds/videos.xml?channel_id=UCH50k4RUq9ctPimRkB6liqA
https://youtube.com/@AnandGandhiVLOG                 ,https://www.youtube.com/feeds/videos.xml?channel_id=UC31ATOJFiZOc-B7bemCPidg
https://youtube.com/@MusicTheUniverse                ,https://www.youtube.com/feeds/videos.xml?channel_id=UC7g_8XGZ64CyEzyiOBDHTLQ
https://youtube.com/@acollierastro                   ,https://www.youtube.com/feeds/videos.xml?channel_id=UCtscFf8VayggrDYjOwDke_Q
https://youtube.com/@AVMProductionsMovies            ,https://www.youtube.com/feeds/videos.xml?channel_id=UCeT7ikNru4wEoMJR6r6tCOg
https://youtube.com/@alanwattsteaching2170           ,https://www.youtube.com/feeds/videos.xml?channel_id=UCGz8O_0muVvCaYKgPAkhrSg
https://youtube.com/@babpeterophelia7088             ,https://www.youtube.com/feeds/videos.xml?channel_id=UCLnczVXKdgjgmrf-RjfGQAQ
https://youtube.com/@BadLipReading                   ,https://www.youtube.com/feeds/videos.xml?channel_id=UC67f2Qf7FYhtoUIF4Sf29cA
https://youtube.com/@barandbench                     ,https://www.youtube.com/feeds/videos.xml?channel_id=UCvqHFm3L6uyan7NuhaGeC_Q
https://youtube.com/@bbcearth                        ,https://www.youtube.com/feeds/videos.xml?channel_id=UCwmZiChSryoWQCZMIQezgTg
https://youtube.com/@bbcideas                        ,https://www.youtube.com/feeds/videos.xml?channel_id=UCDYT9mM3L_ByrPYMyl0MGGg
https://youtube.com/@BBCNews                         ,https://www.youtube.com/feeds/videos.xml?channel_id=UC16niRr50-MSBwiO3YDb3RA
https://youtube.com/@besmart                         ,https://www.youtube.com/feeds/videos.xml?channel_id=UCH4BNI0-FOK2dMXoFtViWHw
https://youtube.com/@BehindtheCurtain                ,https://www.youtube.com/feeds/videos.xml?channel_id=UC3osNjJeuDdvyALIEP-nh0g
https://youtube.com/@BenEater                        ,https://www.youtube.com/feeds/videos.xml?channel_id=UCS0N5baNlQWJCUrhCEo8WlA
https://youtube.com/@BestDoc                         ,https://www.youtube.com/feeds/videos.xml?channel_id=UCmOCpBKeoBPp-HwarhIBA2g
https://youtube.com/@TheAtoZReviewBlog               ,https://www.youtube.com/feeds/videos.xml?channel_id=UCZ7g7HfH1gWmhgxW47IcW7Q
https://youtube.com/@bigthink                        ,https://www.youtube.com/feeds/videos.xml?channel_id=UCvQECJukTDE2i6aCoMnS-Vg
https://youtube.com/@BigScreenOSTs                   ,https://www.youtube.com/feeds/videos.xml?channel_id=UCPCoMMMeaQ1TnY64awsBkyw
https://youtube.com/@BizarreBeasts                   ,https://www.youtube.com/feeds/videos.xml?channel_id=UC9Lp_AA5M2cMGrlvnnIns-g
https://youtube.com/@BlankonblankOrg                 ,https://www.youtube.com/feeds/videos.xml?channel_id=UC9pO2YNforRbdwKOh09djKA
https://youtube.com/@BobandBrad                      ,https://www.youtube.com/feeds/videos.xml?channel_id=UCmTe0LsfEbpkDpgrxKAWbRA
